tenure,MonthlyCharges,TotalCharges,SeniorCitizen,num_services,charges_per_service,has_family,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,risk_score,intervention
2,80.55,184.1,0,1,40.275,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.8031494,Contract Upgrade
5,69.7,316.9,0,0,69.7,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.75547373,Contract Upgrade
1,69.6,69.6,1,0,69.6,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.95641524,Contract Upgrade
1,24.6,24.6,0,0,24.6,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.577574,Contract Upgrade
3,55.8,154.55,0,2,18.599999999999998,1,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,0.56744593,Contract Upgrade
66,102.85,6976.75,1,4,20.57,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,0.7324146,Fiber Bundle Discount
8,73.5,632.2,0,0,73.5,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.80775505,Contract Upgrade
5,53.8,283.95,0,1,26.9,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.61209446,Contract Upgrade
4,44.55,174.3,0,2,14.85,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.86982435,Contract Upgrade
22,89.1,1949.4,0,2,29.7,1,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.57270765,Contract Upgrade
49,99.8,4872.45,0,3,24.95,1,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.7742548,Contract Upgrade
61,99.15,6010.05,0,3,24.7875,1,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.5760972,Contract Upgrade
13,96.65,1244.5,0,3,24.1625,0,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.7723179,Contract Upgrade
71,108.55,7616.0,0,5,18.091666666666665,1,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0.5149749,Fiber Bundle Discount
1,75.3,75.3,0,1,37.65,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7104561,Contract Upgrade
15,84.3,1308.4,0,2,28.099999999999998,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.65608907,Contract Upgrade
1,59.85,59.85,0,1,29.925,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.89188147,Contract Upgrade
13,80.85,1008.7,0,1,40.425,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.6275652,Contract Upgrade
7,75.1,552.95,0,0,75.1,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.827405,Contract Upgrade
7,76.45,503.6,1,1,38.225,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.63066757,Contract Upgrade
32,86.1,2723.75,0,2,28.7,1,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.72164494,Contract Upgrade
50,95.05,4888.7,1,3,23.7625,1,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.630564,Contract Upgrade
4,83.25,308.05,1,1,41.625,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.9255263,Contract Upgrade
40,78.85,3126.85,0,1,39.425,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0.5825703,Contract Upgrade
1,70.25,70.25,0,0,70.25,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.88472337,Contract Upgrade
16,100.7,1522.7,0,4,20.14,1,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.65771425,Contract Upgrade
1,19.55,19.55,0,0,19.55,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.6181139,Contract Upgrade
13,94.1,1215.6,0,3,23.525,1,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.88362,Contract Upgrade
20,79.15,1520.9,1,1,39.575,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.757747,Contract Upgrade
9,34.7,296.1,0,1,17.35,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.5600806,Contract Upgrade
8,80.65,633.3,1,1,40.325,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.8973241,Contract Upgrade
3,69.95,220.45,0,3,17.4875,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.60283184,Auto-Pay Migration
43,99.3,4209.95,0,3,24.825,1,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.7426686,Contract Upgrade
5,50.6,249.95,0,0,50.6,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.70293146,Contract Upgrade
54,99.05,5295.7,1,3,24.7625,1,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.7785121,Contract Upgrade
50,98.25,4858.7,0,3,24.5625,1,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0.6311633,Fiber Bundle Discount
1,69.25,69.25,1,0,69.25,1,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.95197266,Contract Upgrade
3,70.3,220.4,0,0,70.3,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.79164803,Contract Upgrade
9,84.4,732.5,1,1,42.2,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0.8867488,Contract Upgrade
